content,title,description,time
"Ngày 11/8, TAND tỉnh Hậu Giang tuyên miễn trách nhiệm hình sự đối với Nguyễn Hoàng Thân (còn gọi là Hai Mũ, ngụ huyện Châu Thành A). Thanh niên 24 tuổi này là bị cáo trong vụ án Vi phạm các quy định về điều khiển phương tiện giao thông đường bộ.Sau khi tuyên án, HĐXX phúc thẩm công bố quyết định trả tự do cho Thân tại tòa. Bốn tháng trước, TAND huyện Châu Thành A xử sơ thẩm, tuyên thanh niên này 3 năm tù.Theo hồ sơ tố tụng, Thân không có giấy phép lái xe hạng A1. Ngày 19/8/2015, thanh niên này lái xe chở bạn là Lê Trung Tín (chủ xe) trên tỉnh lộ 931B.Khi đến xã Nhơn Nghĩa A, Thân tông vào xe đạp của Phạm Hoàng Huy khiến bé trai 14 tuổi này phải đi cấp cứu. Kết quả giám định cho thấy nạn nhân bị mù mắt phải, tỷ lệ tổn hại sức khỏe 41%.Theo bản án sơ thẩm, Thân từng bị đưa đi cơ sở chữa bệnh bắt buộc vì có tiền sự liên quan đến ma túy. Khi tiền sự này chưa được xóa lại phạm tội, gây tổn hại nghiêm trọng đến sức khỏe của Huy nên tuyên 3 năm tù là tương xứng.Bản án sau đó được phía bị hại kháng cáo phần trách nhiệm dân sự, yêu cầu cấp phúc thẩm tuyên Tín liên đới nghĩa vụ bồi thường. Thân không kháng cáo xin giảm án.Tại tòa phúc thẩm, HĐXX chấp nhận kháng cáo của bị hại, buộc Tín chịu 50% trách nhiệm bồi thường tiền tổn thất tinh thần, phục hồi sức khỏe, chi phí điều trị... Theo HĐXX, Tín một phần lỗi vì giao xe cho bạn nhưng không kiểm tra việc Thân có giấy phép lái xe hay không.Đối với việc miễn trách nhiệm hình sự cho Thân theo Điều 25 Bộ Luật hình sự, cấp phúc thẩm cho rằng do chuyển biến của tình hình nên hành vi phạm tội của Thân không còn nguy hiểm cho xã hội.Nhận được quyết định trả tự do sau hơn nửa năm bị tạm giam, Thân cười thật lớn rồi rời tòa. Còn đại diện gia đình nạn nhân thì nói rằng, họ sẽ khiếu nại bản án phúc thẩm theo trình tự giám đốc thẩm.""Cấp phúc thẩm tuyên Thân như vậy là quá nhẹ"", bà Phạm Thị Mỏng, cô của Huy nói. ",Bị cáo tông xe gây hỏng mắt bé trai được trả tự do tại tòa,"
Hơn nửa năm bị bắt, thanh niên không có giấy phép lái xe tông bé trai 14 tuổi gây thương tích 41%, được tòa án miễn trách nhiệm hình sự.
","
17:50 11/08/2016
"
"Khoảng 7h45 ngày 9/5, chị Mai Thị Bé Bảy (35 tuổi, ngụ huyện Thạnh Phú, Bến Tre) điều khiển xe máy biển số 62F1 lưu thông từ hướng thị trấn Hậu Nghĩa về thị trấn Đức Hòa (huyện Đức Hòa, Long An) trên đường tỉnh 825.Đến vòng xoay ngã ba Hòa Khánh Đông (thuộc ấp Bình Lợi, xã Hòa Khánh Đông) chị rẽ vào khu công nghiệp thị trấn Đức Hòa. Cùng lúc này, xe ben chở cát san lấp mặt bằng cho công trình giao thông chạy đến.Do chạy nhanh, tài xế xe ben không làm chủ được tốc độ nên đã đâm vào phần đuôi xe máy, nạn nhân văng ra khỏi phương tiện. Bánh xe tải cán qua người chị Bé khiến nữ công nhân chết tại chỗ.Sau khi tai gây tai nạn, tài xế đã rời khỏi hiện trường. Lực lượng CSGT huyện Đức Hòa có mặt điều tiết giao thông, khám nghiệm hiện trường điều tra vụ tai nạn.",Nữ công nhân tử vong dưới bánh xe ben,"
Khi đến vòng xoay, tài xế xe ben không làm chủ tốc độ đã đâm vào xe máy của nữ công nhân đang trên đường đi làm, rồi cán qua người khiến nạn nhân chết tại chỗ.
","
10:31 09/05/2016
"
"đưa tin, một chiếc Model S vừa gặp tai nạn nghiêm trọng, nhưng cả 5 hành khách trên xe đều thoát được.Cô bé 18 tuổi điều khiển chiếc Model S của người cha tại Pullach, Đức, và mất kiểm soát khi chiếc xe đạt tốc độ quá cao.Sự cố khiến chiếc xe vút bay lên 25m trên không trung, lộn ít nhất một vòng sau khi đâm thẳng xuống mặt đất ở tốc độ tối đa.Cả năm nạn nhân đều thoát ra ngoài an toàn mà không cần sự trợ giúp từ bên ngoài, theo . Tình trạng của họ được mô tả là “nghiêm trọng, nhưng không nguy hiểm tính mạng” và đã được chuyển đến bệnh viện gần nhất.Các hình ảnh từ trang của Đức cho thấy mức độ nghiêm trọng của tai nạn, nhưng cũng chứng minh được khả năng hoàn thiện của Tesla, dù phần trước xe đã bị phá hủy, cabin bên trong hầu như không chịu tác động gì.Phần trước của xe không phải nơi đặt động cơ như truyền thống, thay vào đó, nó đóng vai trò vùng chịu va chạm, cho phép hấp thu lượng chấn động mạnh khi tai nạn xảy ra.dẫn lời CEO Tesla là Elon Musk về thiết kế “vùng đệm” này: “Nó cũng giống như việc bạn nhảy vào hồ bơi từ trên cao, bạn sẽ muốn một chiếc hồ thật sâu và không có đá sỏi gì ở đáy”. ","Tesla Model S bay cao 25 mét, hành khách vẫn an toàn","
Một tai nạn khủng khiếp vừa xảy ra với xe điện Model S của Tesla, đây là minh chứng cho những tính năng an toàn thông minh trên dòng xe này.
","
18:26 09/05/2016
"
"Sau những ngày nghỉ lễ vui vẻ bên người thân gia đình, sáng 3/5, anh Vương Quốc Vân (ngụ huyện Bình Sơn, tỉnh Quảng Ngãi) đón xe khách vào Bình Định tiếp tục làm việc thì không may gặp nạn. Xe khách lao vun vun trên đường, rời quê chừng 20 phút, chàng trai trẻ giật mình hoảng hốt khi nghe tiếng rầm, xe khách chao đảo chắn ngang giữa đường. Tích tắc, một xe ben phóng nhanh tới húc vào ngang hông xe khách rồi kéo lê trên quốc lộ khiến ai cũng ngã lộn nhào giữa các hàng ghế ngồi. ""Mảnh kính vỡ bắn tung tóe, lúc tôi thoát được ra ngoài mới dám tin mình còn sống. Khuôn mặt bị thương máu chảy lênh láng, nhiều người trong xe hoảng loạn la khóc thảm thiết, một số ngất xỉu."", anh Vân thuật lại. Nằm thở yếu ớt ở khoa Hồi sức tích cực, Bệnh viện đa khoa Quảng Ngãi, chị Đinh Thị Mỹ Dung (33 tuổi, ngụ Quảng Nam) chưa hết bàng hoàng sau vụ tai nạn thảm khốc.Chị cho hay, hai vợ chồng cùng con gái về thăm người thân ở Quảng Nam những ngày nghỉ lễ vừa qua, sáng 3/5 cả gia đình đón xe trở lại Tây Nguyên mưu sinh thì gặp nạn.""Đón xe đò đi Gia Lai, tôi và con gái ngồi ghế trước, chồng ngồi phía sau lưng. Thời điểm xảy ra tai nạn, tôi ngủ say nên không hay biết gì, đến khi cảm thấy toàn thân đau buốt mở mắt tỉnh lại thì mới biết mình đang được cấp cứu ở bệnh viện.""- bà Dung thảng thốt nói.Nghe nạn nhân thều thào hỏi: ""Con tôi đâu, chồng tôi có làm sao không?"" nhiều y, bác sĩ ngậm ngùi xót xa khó thể cầm nước mắt. Nằm cách mẹ hai dãy giường, bé Quỳnh Như (7 tuổi) chấn thương sọ não rơi vào trạng thái mê sảng, vùng khóc ngặt nghẽo rồi ngủ thiếp mê man. Do vết thương quá nặng, ông Hồ Viết Hùng (chồng bà Dung) đã qua đời tại Bệnh viện đa khoa Quảng Ngãi trưa cùng ngày. Trong khi đó nạn nhân Hồ Văn Long (ngụ Trà Bồng) bị đa chấn thương, các bác sĩ tiên đoán dập phổi nằm mê man ở phòng Hồi sức tích cực.Thống kê sơ bộ của Công an Quảng Ngãi, vụ va quẹt giữa xe tải và xe khách ở huyện Sơn Tịnh sáng nay khiến 4 người chết, 6 người bị thương nặng.Cùng cảnh ngộ với các nạn nhân, tài xế xe khách Trần Văn Trí (ngụ TP Đà Nẵng) bị chấn thương vùng mặt, gãy xương đùi liên tục kêu la đau đớn.""Thời điểm xảy ra tai nạn trên xe tôi có 10 hành khách. Do tôi cố vượt xe tải chở gỗ dăm mà xảy ra sự cố đau lòng này..."", lái xe Trí  nhắm nghiền đôi mắt tỏ vẻ đau khổ hối hận. Lãnh đạo Ban An toàn giao thông Quảng Ngãi cũng đã đến thăm chia sẻ đau thương, trước mắt hỗ trợ gia đình có người chết 3 triệu đồng, người bị thương 2 triệu đồng. Theo đại tá Võ Văn Dương, phó giám đốc Công an Quảng Ngãi, nguyên nhân vụ tai nạn ban đầu được xác định, xe Ford Transit của hãng Sơn Lâm vượt phải cắt ngang xe tải chở gỗ dăm chạy cùng chiều nên bị hất văng chắn ngang đường. Tiếp theo đó, một xe ben chở đất chạy từ hướng Nam ra Bắc đã húc thẳng vào xe khách này kéo lê trên quốc lộ khoảng 5 m khiến 4 người tử nạn, 6 người khác bị thương nặng. ",Vụ xe khách va chạm xe ben: Nhiều nạn nhân nghĩ mình đã chết,"
Sau cú tông mạnh của xe ben, xe Ford Transit xoay tròn, kính vỡ bắn tung tóe khiến bốn người chết, nhiều nạn nhân khác nghĩ khó thể sống sót trong vụ tai nạn thảm khốc.
","
16:33 03/05/2016
"
"Liên quan đến vụ tai nạn khiến 7 người tử vong trên đèo Prenn (Lâm Đồng), UBND tỉnh Lâm Đồng đề nghị Bộ GTVT nhanh chóng phân luồng giao thông qua đèo này thành đường một chiều.Theo đó, các phương tiện xe khách và du lịch đi lên Đà Lạt bằng đường đèo Mimosa (QL 20B), hướng ngược lại theo đường đèo Prenn. Thời gian phân luồng sẽ kéo dài đến khi công trình thi công sửa chữa, nâng cấp đèo Prenn xong để đảm bảo an toàn giao thông, tránh xảy ra các vụ tai nạn tương tự.Tuy nhiên, sáng 21/6, ông Nguyễn Hữu Hiệp - Giám đốc Sở GTVT Lâm Đồng cho biết QL20 thuộc sự quản lý của Bộ GTVT nên việc phân luồng thuộc thẩm quyền của đơn vị này. ""Hiện UBND tỉnh mới đề xuất phương án phân luồng còn việc chấp thuận hay không phải chờ ý kiến của Tổng cục quản lý đường bộ”, ông Hiệp nói.Trao đổi với phóng viên, ông Bùi Duy Anh - Chi cục trưởng Chi cục quản lý đường bộ IV.1 (thuộc Cục quản lý đường bộ IV) cho biết hôm nay đơn vị sẽ có cuộc họp với lãnh đạo UBND tỉnh Lâm Đồng, sau đó sẽ báo cáo gửi Tổng cục đường bộ để xin ý kiến chỉ đạo.Theo ông Anh việc điều tiết giao thông trên đèo Prenn còn liên quan đến năng lực lưu thông của đèo Mimosa. Do đó việc phân luồng phải hết sức thận trọng, cũng phải xem xét năng lực thi công của đơn vị nâng cấp, sửa chữa đèo. Từ những yếu tố trên các bên mới thống nhất được phương án cụ thể để đảm bảo an toàn cho các phương tiện. Ngoài ra, theo ông Anh việc điều tiết phân luồng cần có sự phối hợp với các bên liên quan như TTGT, CSGT...Theo một lãnh đạo UBND tỉnh Lâm Đồng, việc phân luồng giao thông qua đèo Prenn là cần thiết để đảm bảo an toàn giao thông, nhất là khu vực này vốn hẹp lại đang thi công nâng cấp. ",Chưa phân luồng khu vực xảy ra tai nạn thảm khốc,"
Theo cơ quan chức năng, việc phân luồng giao thông qua đèo Prenn phải phụ thuộc vào năng lực lưu thông của đèo Mimosa.
","
12:32 21/06/2016
"
"Chiều 14/8, Công an huyện Cam Lâm (Khánh Hòa) vẫn đang tiếp tục lấy lời khai của các nạn nhân trong vụ tàu hỏa đâm ôtô khiến 1 người chết, 6 bị thương. Trong đó, 3 nạn nhân bị thương nặng vẫn được điều trị tích cực tại bệnh viện.Chiều hôm trước, một gia đình ở Ninh Thuận thuê ôtô do anh Trần Quang Chúng (52 tuổi, ở Ninh Phước, Ninh Thuận) chở ra Khánh Hòa dự đám cưới. Trên đường qua ngã tư giao nhau với đường sắt ở xã Suối Tân (huyện Cam Lâm) ôtô này bị tàu hàng mang số hiệu H2 chạy hướng Nam - Bắc tông trực diện.Cú tông mạnh khiến ôtô bẹp dúm, văng xa gần 30 m. Người dân ở gần đó phải cạy cửa để đưa các nạn nhân ra ngoài. Trong số 7 người trên xe, bà Nguyễn Thị Phương (69 tuổi, ở huyện Ninh Phước, Ninh Thuận) tử vong tại chỗ. 6 nạn nhân bị thương (trong đó có tài xế Chúng) ở độ tuổi 39 - 72.Ông Nguyễn Đức Mạnh - Trưởng ga Nha Trang cho biết, vụ tai nạn khiến đường sắt bị ngưng trệ khoảng 3 giờ. “Tại điểm xảy ra tại nạn có biển cảnh báo, còi hụ khi có tàu đến nhưng tài xế không quan sát khi qua đường nên xảy ra tại nạn. Sau khi giải tỏa hiện trường, các đoàn tàu đã lưu thông trở lại bình thường”, ông Mạnh nói.",Tàu hỏa tông ôtô chở 6 người đi dự đám cưới,"
Lái xe ôtô khi qua đoạn giao nhau với đường sắt do không quan sát, đã bị tàu hỏa tông trực diện khiến một người chết tại chỗ, 6 bị thương.
","
18:06 14/08/2016
"
"Hơn 12h ngày 30/3, ôtô 5 chỗ mang biển số Nghệ An do Nguyễn Chí Khánh (57 tuổi, trú huyện Thanh Chương, Nghệ An) điều khiển, lưu thông trên quốc lộ 46B hướng từ TP Vinh về huyện Nam Đàn.Khi đến địa bàn xã Nam Giang, huyện Nam Đàn, chiếc xe chạy lấn làn, đâm trực diện vào xe máy chạy ngược chiều do ông Nguyễn Ngọc Hướng (51 tuổi, trú huyện Đô Lương) cầm lái, chở theo một phụ nữ. Cú tông mạnh khiến 2 người ngồi trên xe máy bay xuống mương nước bên đường, cách hiện trường hơn 10 m. Nam nạn nhân tử vong tại chỗ, người còn lại đi cấp cứu trong tình trạng nguy kịch.Chiếc ôtô chỉ dừng lại khi nằm phơi bụng dưới ruộng lúa, tài xế bị thương nhẹ. Tại hiện trường, xe máy vỡ nát, ôtô cũng rơi nhiều phần nhựa phía trước, 2 túi khí bung ra.Nhận tin báo, CSGT huyện Nam Đàn có mặt để khám nghiệm hiện trường, xác định nguyên nhân xảy ra tai nạn.Chiều cùng ngày, 2 chiếc xe gặp nạn được cẩu khỏi hiện trường. Bước đầu nhà chức trách xác định tài xế Khánh chạy tốc độ cao, mất lái, lấn sang đường ngược chiều rồi đâm vào xe máy.",Ôtô lật ngửa giữa ruộng sau khi tông chết người,"
Được cho là lưu thông với tốc độ cao, ôtô 5 chỗ chạy lấn làn đường ngược chiều tông vào xe máy chở đôi nam nữ trước khi phơi bụng dưới ruộng lúa.
","
20:39 30/03/2016
"
"Chánh văn phòng Nguyễn Trọng Thái cho biết 98% tổng số vụ tai nạn ngày 2/5 xảy ra ở đường bộ. Đường sắt xảy ra một vụ khiến một người chết. Số vụ tai nạn, người chết tăng đột biến so với hai ngày đầu kỳ nghỉ lễ 30/4, 1/5. Trong 2 ngày đầu của đợt nghỉ lễ toàn quốc chỉ xảy ra 55 vụ làm chết 33 người bị thương 53 người. ""Nguyên nhân là do sau nhiều ngày nghỉ lễ, nhiều người rời quê lên thành phố, đặc biệt về thủ đô Hà Nội, TP HCM trên cao tốc, quốc lộ. Ngoài ra, nhiều người sử dụng rượu bia vẫn lái xe dẫn đến va chạm"", ông nói.Lực lượng cảnh sát toàn quốc đã lập hơn 2.900 biên bản xử phạt vi phạm, nộp hơn 648 triệu đồng vào kho bạc nhà nước, tạm giữ 7 ôtô, 504 môtô và tước 46 giấy phép lái xe.Tính chung ba ngày đầu đợt nghỉ lễ 30/4 cả nước xảy ra 105 vụ tai nạn khiến 74 người chết, 103 người bị thương. Trong đó hơn 50% vụ tai nạn xảy ra trong ngày 2/5. So với kỳ nghỉ lễ 30/4, 1/5 năm 2015, ba ngày đầu kỳ nghỉ lễ năm nay giảm cả ba tiêu chí. Giảm 49 vụ (-31,81%); giảm 12 người chết (-13,95%); giảm 14 người bị thương (-11,97%).Trong ngày thứ ba kỳ nghỉ lễ, đường dây nóng tiếp nhận 20 cuộc gọi, tin nhắn phản ánh chủ yếu về tình trạng nhồi nhét khách trên xe.Vị Chánh văn phòng cũng cho biết, ngày thứ ba kỳ nghỉ lễ không xảy ra ùn tắc trên các tuyến cao tốc, quốc lộ nhưng tại các điểm du lịch: Tam Đảo (Vĩnh Phúc), Suối Tiên (TP HCM) và Đồ Sơn (Hải Phòng) vẫn ùn tắc cục bộ.",41 người chết do tai nạn giao thông trong ngày nghỉ lễ thứ 3,"
Ủy ban ATGT quốc gia cho biết ngày 2/5 cả nước xảy ra 60 vụ tai nạn giao thông khiến 41 người chết, 50 người bị thương.
","
19:24 02/05/2016
"
"Trao đổi với , lãnh đạo trung tâm vận hành cao tốc cho biết, vào khuya cùng ngày xe khách giường nằm biển kiểm soát TP Hải Phòng chạy hướng Nội Bài - Lào Cai. Khi qua địa phận xã Tân Thượng, huyện Bảo Yên (Lào Cai), chiếc xe 45 chỗ bất ngờ mất lái, trượt dài hàng chục mét trên cao tốc rồi tông hộ lan, lật nghiêng ở hành lang cao tốc.Vị giám đốc trung tâm điều hành cũng cho biết, vụ việc khiến nhiều hành khách hoảng loạn, bị thương nhẹ được lực lượng cứu hộ cùng người dân giải cứu trong đêm.Còn lãnh đạo Phòng 10, Cục CSGT (phụ trách tuyến Nội Bài - Lào Cai) cho biết, nguyên nhân được xác định tài xế mất lái. Vụ việc khiến 18 hành khách, tài xế và phụ lái bị thương nhẹ.Vị Phó phòng cũng cho biết, thời điểm xảy ra vụ việc lúc rạng sáng, trời mưa nhỏ đường trơn, nhiều sương mù. Cung đường đoạn qua địa phận huyện Bảo Thắng vừa xảy ra sự cố lật xe bồn chở hóa chất chưa lâu. Tới trưa cùng ngày, hai cần cẩu lớn được huy động đưa ôtô gặp nạn rời khỏi hiện trường. ","Lật xe khách trên cao tốc, giải cứu 18 người trong đêm","
2h ngày 31/3, xe khách giường nằm bị lật trên cao tốc Nội Bài - Lào Cai, đoạn qua địa phận tỉnh Lào Cai khiến nhiều người bị thương, hoảng sợ.
","
13:56 31/03/2016
"
"Một nhân chứng cho hay, chiếc Suzuki 7 chỗ lưu thông trên đường liên xã, đoạn qua xã Thành Loà bất ngờ lao xuống vực sâu hàng chục mét. Nhiều tài xế lưu thông cùng tuyến đường chứng kiến dừng xe tìm cách cứu hộ.Theo lời kể, vụ tai nạn khiến 5 người bất tỉnh, một số nạn nhân văng khỏi xe. Trao đổi với , lãnh đạo đội CSGT huyện Cao Lộc cho biết, sự cố khiến 3 người tử vong tại chỗ, 4 nạn nhân bị thương nặng được đưa vào Bệnh viện đa khoa huyện Cao Lộc cấp cứu.Vị đội trưởng cũng cho hay, lực lượng cảnh sát đã phong tỏa hiện trường và huy động tổng lực cán bộ cứu hộ các nạn nhan.Tối cùng ngày, chiếc xe gặp nạn vẫn chưa được kéo lên. Cung đường liên xã nhỏ, hẹp nhiều dốc đèo. Thời điểm va chạm trời nhiều mây, tầm nhìn hạn chế. Cơ quan điều tra công an huyện đang tích cực khám nghiệm, điều tra làm rõ","Ôtô 7 chỗ lao xuống vực, 3 người tử vong","
Vụ tai nạn xảy ra lúc 16h ngày 30/3 tại địa phận xã Thành Loà (Cao Lộc, Lạng Sơn) khiến 3 nạn nhân tử vong tại chỗ, 4 người bị thương nặng.
","
21:05 30/03/2016
"
"Tai nạn xảy ra vào 0h ngày 5/5 tại ngã giao đường Mỹ Phước - Tân Vạn với ĐT 743, thuộc phường An Phú (thị xã Thuận An, Bình Dương).Theo thông tin ban đầu, thời gian trên, tài xế Hoàng Đình Thạch (28 tuổi) điều khiển xe container mang biển số 50LD lưu thông trên đường Mỹ Phước - Tân Vạn theo hướng thị xã Dĩ An về TP Thủ Dầu Một (Bình Dương). Đến giao lộ trên, phương tiện này tông vào xe tải chở gạch mang biển số 63C (chưa rõ tài xế) lưu thông tuyến ĐT 743 từ thị xã Thuận An về TP Thủ Dầu Một (Bình Dương).Va chạm mạnh làm phần đầu ôtô chở gạch biến dạng, tài xế tử vong trong cabin móp méo. Tài xế xe container bị thương nhẹ. Tại hiện trường, gạch từ thùng xe tải đổ tràn xuống mặt đường trong khi thùng container rơi khỏi xe. Ngay trong đêm, lực lượng cảnh sát giao thông Công an thị xã Thuận An có mặt xử lý hiện trường, điều tiết giao thông, điều tra làm rõ vụ việc.",Tài xế xe tải tử vong trong buồng lái biến dạng ,"
Ôtô chở gạch vừa lưu thông đến giao lộ ở thị xã Thuận An (Bình Dương) thì bị xe container tông trúng. Va chạm làm đầu xe tải biến dạng, tài xế tử vong trong buồng lái.
","
10:06 05/05/2016
"
"Liên quan tới vụ ôtô 7 chỗ lao xuống vực ở Lạng Sơn, ngày 31/3, lãnh đạo Ban An toàn giao thông tỉnh Lạng Sơn cho biết, sáng cùng ngày lực lượng cứu hộ đã đưa chiếc xe gặp nạn rời khỏi hiện trường. Tai nạn khiến ba người tử vong gồm Lò Văn Hùng (27 tuổi, trú tỉnh Lai Châu); Triệu Văn Quý (40 tuổi, trú huyện Hữu Lũng); Đinh Văn Mười (34 tuổi, trú huyện Cao Lộc) đã được đưa về gia đình an táng ngay trong đêm.Tám người khác bị thương được vào bệnh viện đa khoa tỉnh và Trung tâm Y tế huyện Cao Lộc cấp cứu. Sức khỏe tám nạn nhân đã qua cơn nguy kịch, không nguy hiểm tới tính mạng và có tiến triển tốt.Theo lãnh đạo Ban An toàn giao thông tỉnh Lạng Sơn, tài xế lái chiếc Suzuki lao xuống vực là Mè Đình Thưởng (27 tuổi, trú TP Lạng Sơn). Tại cơ quan công an, người này khai anh ta chưa có giấy phép lái xe nhưng đang làm nghề lái xe thuê. Thời điểm xảy ra sự cố, anh ta lái xế hộp từ biên giới hướng về TP Lạng Sơn. Xe di chuyển được 4 km thì mất lái, ôtô lao xuống vực sâu.Cơ quan điều tra, công an huyện Cao Lộc đang hoàn tất hồ sơ vụ tai nạn.Trước đó, lúc 15h30 ngày 30/3, chiếc Suzuki 7 chỗ chạy trên đường liên xã Thanh Lòa (Cao Lộc, Lạng Sơn) bất ngờ lao xuống vực sâu 27 m khiến ba người tử vong tại chỗ, 8 người bị thương. ",Tài xế lái ôtô 7 chỗ lao xuống vực không có bằng lái,"
Ban ATGT tỉnh Lạng Sơn cho biết, tài xế Mè Đình Thường (27 tuổi) cầm lái chiếc Suzuki 7 chỗ lao xuống vực khiến ba người chết một ngày trước không có giấy phép lái xe.
","
16:07 31/03/2016
"
"Một số nhân chứng cho biết, khoảng 13h chiều ngày 5/4 một xe tải đang chạy trên đường Tây Thạnh hướng từ cổng KCN Tân Bình về đường Lê Trọng Tấn. Khi vừa qua khỏi cổng KCN Tân Bình chừng 300 m, (phường Tây Thạnh, quận Tân Phú, TP HCM), chiếc xe bất ngờ mất lái lao qua làn đường ngược chiều, tông và kéo lê một người đàn ông đi xe máy trên đường.  Chiếc xe tiếp tục lao lên vỉa hè, tông tiếp vào một xe máy của người xe ôm rồi lao thẳng vào bức tường của một công ty gần đó mới chịu dừng lại.“Tôi đang ngồi trên xe thì thấy xe tải tông một chiếc xe máy trên đường rồi lao thẳng về phía mình. Tôi may mắn chạy kịp trước khi chiếc xe ập tới, không thì chắc giờ đã nằm viện cấp cứu rồi”, người lái xe ôm cho hay.  Vụ tai nạn khiến người đàn ông đi xe máy bị thương nặng được đưa vào Bệnh viện gần đó cấp cứu. ","Xe tải lao qua đường ngược chiều, kéo lê hai xe máy","
Chiếc xe tải mất lái lao qua làn đường ngược chiều kéo lê một người đi xe máy trên đường, sau đó lao thẳng lên vỉa hè tông thêm xe máy của một người xe ôm.
","
17:42 05/04/2016
"
"Một số nhân chứng cho hay, khoảng 21h20 ngày 5/4, xe tải biển số 29C do tài xế Đặng Hồng Quyết (45 tuổi, quê Thừa Thiên - Huế) điều khiển lưu thông trên quốc lộ 1, hướng từ quận 12 về quận Bình Tân.Khi vừa qua khỏi ngã tư An Sương khoảng 100 m (xã Bà Điểm, huyện Hóc Môn, TP HCM), phương tiện bất ngờ húc mạnh vào đuôi xe container biển số 60C do anh Phạm Văn Lệ (33 tuổi, quê Thanh Hóa) điều khiển.Cú tông mạnh khiến đầu xe tải biến dạng dính chặt vào đuôi container. Tài xế Quyết cùng phụ xe bị mắc kẹt trong cabin, cả 2 mau chóng được người dân đưa ra ngoài.“Nghe tiếng động rất lớn, tôi chạy tới xem xét thì thấy đầu xe tải nát bét, phụ xe bị thương nằm trong cabin kêu cứu yếu ớt, còn tài xế đã bất tỉnh. Chúng tôi đưa cả 2 đến Bệnh viện cấp cứu, tài xế bị nặng quá nên không qua khỏi”, một nhân chứng cho hay.Lực lượng chức năng huyện Hóc Môn đã đến khám nghiệm hiện trường, điều tiết giao thông. ",Tài xế chết thảm trong cabin sau cú húc vào xe container,"
Xe tải bất ngờ húc mạnh vào đuôi container, tài xế và phụ xe mắc kẹt trong cabin biến dạng, một người tử vong tại bệnh viện.
","
08:42 06/04/2016
"
"Vụ tai nạn xảy ra lúc 22h30 ngày 10/5, trên quốc lộ 23B, thuộc địa phận xã Tiền Phong (Mê Linh, Hà Nội).Văn phòng huyện Mê Linh cho biết, thời điểm trên, anh Vi Văn Điện  chạy chiếc Dream không biển số chở theo hai bạn là Lý Văn Đường (18 tuổi) và Nguyễn Văn Lập ( 20 tuổi) cùng quê huyện Lục Yên (Yên Bái) chạy tốc độ cao trên quốc lộ 23B.Tới địa phận thôn Trung Hậu Đoài thì xe máy đối đầu với xe tải (loại 1,9 tấn) do anh Hoàng Minh Hòa (36 tuổi, quê huyện Bình Xuyên, Vĩnh Phúc) điều khiển chiều ngược lại.Va chạm khiến cả ba thanh niên quê Yên Bái văng mạnh vào kính chắn gió xe tải, ngã xuống đường, bất tỉnh. Còn chiếc Dream biến dạng. Vị Chánh văn phòng cho biết, ba thanh niên tử vong tại chỗ sau va chạm. Cả ba nạn nhân cùng quê Yên Bái, làm phụ hồ thuê cho anh Nguyễn Văn Ngọc (43 tuổi) tại công trường xã Đại Mạch, huyện Đông Anh. Cơ quan điều tra công an huyện vẫn đang hoàn tất hồ sơ, điều tra nguyên nhân vụ việc.","Xe máy đối đầu xe tải, ba thanh niên tử vong trong đêm","
Chạy xe Dream chở ba đối đầu xe tải trên quốc lộ 23B (Mê Linh, Hà Nội), anh Vi Văn Điện (19 tuổi) cùng hai bạn văng xuống đường, tử vong tại chỗ.
","
18:38 11/05/2016
"
"Ông Phùng Văn On - Phó trưởng ban an toàn giao thông (ATGT) tỉnh Long An cho biết, khoảng 20h ngày 10/5, xe đưa rước công nhân của Công ty TNHH Bethel Vina (xã Hòa Khánh Tây, huyện Đức Hòa) lưu thông trên đường tỉnh 824.Di chuyển được gần 2 km đến địa phận xã Hòa Khánh Tây thì tài xế đánh lái sang phải để tránh xe máy chạy ngược chiều khiến phương tiện mất lái lao xuống ruộng, rồi lật ngang.Tai nạn khiến hàng chục công nhân kẹt cứng trong ghế ngồi. Nghe tiếng va chạm lớn, người dân địa phương đến ứng cứu, nhưng do đoạn đường này không có đèn nên gặp rất nhiều khó khăn.Lực lượng cứu hộ và công an địa phương nhanh chóng có mặt phá cửa giải cứu nhiều nạn nhân. Sau gần 3 giờ, lực lượng cứu hộ đã đưa 25 người ra ngoài, có 1 nam công nhân 22 tuổi (chưa xác định danh tính) tử vong và 18 người bị thương được chuyển đến Bệnh viện đa khoa Hậu Nghĩa cấp cứu.Theo công ty Bethel Vina, đa số công nhân là người địa phương, ngụ tại huyện Đức Hòa và Đức Huệ. Ban ATGT tỉnh cùng ngành chức năng đã đến hiện trường và bệnh viện thăm hỏi công nhân bị tai nạn.","Xe chở công nhân lật dưới ruộng, 25 người kêu cứu","
Phát hiện xe máy chạy ngược chiều, tài xế ôtô chở công nhân đánh lái sang phải khiến phương tiện lao xuống ruộng rồi lật ngang. Vụ tai nạn làm 1 nam công nhân tử vong tại chỗ.
","
10:33 11/05/2016
"
